season,id,name,short_name,description,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,start_date,end_date,venue_id,venue_name,home_captain,away_captain,pom,points,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries,total_boundaries,2nd_in_win
2016,980909,Kolkata Knight Riders v Mumbai Indians,KKR v MI,"5th match (N), Indian Premier League at Kolkata, Apr 13 2016",KKR,MI,MI,BOWL FIRST,187/5,188/4,187/5,188/4,MI,Mum Indians won by 6 wickets (with 5 balls remaining),2016-04-13T14:30Z,2016-04-15T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,Rohit Sharma,Rohit Sharma,"Mumbai Indians 2, Kolkata Knight Riders 0",FALSE,20,187,5,19,19.1,188,4,25,44,TRUE
2016,980911,Gujarat Lions v Rising Pune Supergiants,GL v RPS,"6th match (N), Indian Premier League at Rajkot, Apr 14 2016",GL,RPS,RPS,BAT FIRST,163/5,164/3,164/3,163/5,GL,Guj Lions won by 7 wickets (with 12 balls remaining),2016-04-14T14:30Z,2016-04-16T23:59Z,377285,"Saurashtra Cricket Association Stadium, Rajkot",Suresh Raina,MS Dhoni,Aaron Finch,"Gujarat Lions 2, Rising Pune Supergiants 0",FALSE,18,164,3,20,20,163,5,19,39,TRUE
2016,980913,Delhi Daredevils v Kings XI Punjab,DC v KXIP,"7th match (N), Indian Premier League at Delhi, Apr 15 2016",DC,KXIP,DC,BOWL FIRST,111/9,113/2,113/2,111/9,DC,Daredevils won by 8 wickets (with 39 balls remaining),2016-04-15T14:30Z,2016-04-17T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Zaheer Khan,David Miller,Amit Mishra,"Delhi Daredevils 2, Kings XI Punjab 0",FALSE,13.3,113,2,15,20,111,9,13,28,TRUE
2016,980915,Sunrisers Hyderabad v Kolkata Knight Riders,SRH v KKR,"8th match (D/N), Indian Premier League at Hyderabad (Deccan), Apr 16 2016",SRH,KKR,SRH,BAT FIRST,142/7,146/2,142/7,146/2,KKR,KKR won by 8 wickets (with 10 balls remaining),2016-04-16T10:30Z,2016-04-18T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",David Warner,Gautam Gambhir,Gautam Gambhir,"Kolkata Knight Riders 2, Sunrisers Hyderabad 0",FALSE,20,142,7,14,18.2,146,2,18,32,TRUE
2016,980917,Mumbai Indians v Gujarat Lions,MI v GL,"9th match (N), Indian Premier League at Mumbai, Apr 16 2016",MI,GL,GL,BOWL FIRST,143/8,147/7,143/8,147/7,GL,Guj Lions won by 3 wickets (with 0 balls remaining),2016-04-16T14:30Z,2016-04-18T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,Suresh Raina,Aaron Finch,"Gujarat Lions 2, Mumbai Indians 0",FALSE,20,143,8,16,20,147,7,17,33,TRUE
2016,980919,Kings XI Punjab v Rising Pune Supergiants,KXIP v RPS,"10th match (D/N), Indian Premier League at Mohali, Apr 17 2016",KXIP,RPS,RPS,BAT FIRST,152/7,153/4,153/4,152/7,KXIP,Kings XI won by 6 wickets (with 8 balls remaining),2016-04-17T10:30Z,2016-04-19T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",David Miller,MS Dhoni,Manan Vohra,"Kings XI Punjab 2, Rising Pune Supergiants 0",FALSE,18.4,153,4,19,20,152,7,18,37,TRUE
2016,980921,Royal Challengers Bangalore v Delhi Daredevils,RCB v DC,"11th match (N), Indian Premier League at Bengaluru, Apr 17 2016",RCB,DC,DC,BOWL FIRST,191/5,192/3,191/5,192/3,DC,Daredevils won by 7 wickets (with 5 balls remaining),2016-04-17T14:30Z,2016-04-19T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Zaheer Khan,Quinton de Kock,"Delhi Daredevils 2, Royal Challengers Bangalore 0",FALSE,20,191,5,26,19.1,192,3,26,52,TRUE
2016,980923,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,"12th match (N), Indian Premier League at Hyderabad (Deccan), Apr 18 2016",SRH,MI,SRH,BOWL FIRST,142/6,145/3,145/3,142/6,SRH,Sunrisers won by 7 wickets (with 15 balls remaining),2016-04-18T14:30Z,2016-04-20T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",David Warner,Rohit Sharma,David Warner,"Sunrisers Hyderabad 2, Mumbai Indians 0",FALSE,17.3,145,3,16,20,142,6,14,30,TRUE
2016,980925,Kings XI Punjab v Kolkata Knight Riders,KXIP v KKR,"13th match (N), Indian Premier League at Mohali, Apr 19 2016",KXIP,KKR,KKR,BOWL FIRST,138/8,141/4,138/8,141/4,KKR,KKR won by 6 wickets (with 17 balls remaining),2016-04-19T14:30Z,2016-04-21T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",David Miller,Gautam Gambhir,Robin Uthappa,"Kolkata Knight Riders 2, Kings XI Punjab 0",FALSE,20,138,8,12,17.1,141,4,18,30,TRUE
2016,980927,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,"14th match (N), Indian Premier League at Mumbai, Apr 20 2016",MI,RCB,MI,BOWL FIRST,170/7,171/4,171/4,170/7,MI,Mum Indians won by 6 wickets (with 12 balls remaining),2016-04-20T14:30Z,2016-04-22T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,Virat Kohli,Rohit Sharma,"Mumbai Indians 2, Royal Challengers Bangalore 0",FALSE,18,171,4,24,20,170,7,19,43,TRUE
2016,980929,Gujarat Lions v Sunrisers Hyderabad,GL v SRH,"15th match (N), Indian Premier League at Rajkot, Apr 21 2016",GL,SRH,SRH,BOWL FIRST,135/8,137/0,135/8,137/0,SRH,Sunrisers won by 10 wickets (with 31 balls remaining),2016-04-21T14:30Z,2016-04-23T23:59Z,377285,"Saurashtra Cricket Association Stadium, Rajkot",Suresh Raina,David Warner,Bhuvneshwar Kumar,"Sunrisers Hyderabad 2, Gujarat Lions 0",FALSE,20,135,8,12,14.5,137,0,14,26,TRUE
2016,980931,Rising Pune Supergiants v Royal Challengers Bangalore,RPS v RCB,"16th match (N), Indian Premier League at Pune, Apr 22 2016",RPS,RCB,RPS,BOWL FIRST,185/3,172/8,172/8,185/3,RCB,RCB won by 13 runs,2016-04-22T14:30Z,2016-04-24T23:59Z,545380,"Maharashtra Cricket Association Stadium, Pune",MS Dhoni,Virat Kohli,AB de Villiers,"Royal Challengers Bangalore 2, Rising Pune Supergiants 0",FALSE,20,172,8,20,20,185,3,20,40,FALSE
2016,980933,Delhi Daredevils v Mumbai Indians,DC v MI,"17th match (D/N), Indian Premier League at Delhi, Apr 23 2016",DC,MI,MI,BOWL FIRST,164/4,154/7,164/4,154/7,DC,Daredevils won by 10 runs,2016-04-23T10:30Z,2016-04-25T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Zaheer Khan,Rohit Sharma,Sanju Samson,"Delhi Daredevils 2, Mumbai Indians 0",FALSE,20,164,4,17,20,154,7,19,36,FALSE
2016,980935,Sunrisers Hyderabad v Kings XI Punjab,SRH v KXIP,"18th match (N), Indian Premier League at Hyderabad (Deccan), Apr 23 2016",SRH,KXIP,SRH,BOWL FIRST,143/6,146/5,146/5,143/6,SRH,Sunrisers won by 5 wickets (with 13 balls remaining),2016-04-23T14:30Z,2016-04-25T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",David Warner,David Miller,Mustafizur Rahman,"Sunrisers Hyderabad 2, Kings XI Punjab 0",FALSE,17.5,146,5,18,20,143,6,15,33,TRUE
2016,980937,Gujarat Lions v Royal Challengers Bangalore,GL v RCB,"19th match (D/N), Indian Premier League at Rajkot, Apr 24 2016",GL,RCB,RCB,BAT FIRST,180/2,182/4,182/4,180/2,GL,Guj Lions won by 6 wickets (with 3 balls remaining),2016-04-24T10:30Z,2016-04-26T23:59Z,377285,"Saurashtra Cricket Association Stadium, Rajkot",Suresh Raina,Virat Kohli,Virat Kohli,"Gujarat Lions 2, Royal Challengers Bangalore 0",FALSE,19.3,182,4,20,20,180,2,22,42,TRUE
2016,980939,Rising Pune Supergiants v Kolkata Knight Riders,RPS v KKR,"20th match (N), Indian Premier League at Pune, Apr 24 2016",RPS,KKR,KKR,BOWL FIRST,160/5,162/8,160/5,162/8,KKR,KKR won by 2 wickets (with 3 balls remaining),2016-04-24T14:30Z,2016-04-26T23:59Z,545380,"Maharashtra Cricket Association Stadium, Pune",MS Dhoni,Gautam Gambhir,Suryakumar Yadav,"Kolkata Knight Riders 2, Rising Pune Supergiants 0",FALSE,20,160,5,15,19.3,162,8,19,34,TRUE
2016,980941,Kings XI Punjab v Mumbai Indians,KXIP v MI,"21st match (N), Indian Premier League at Mohali, Apr 25 2016",KXIP,MI,KXIP,BOWL FIRST,189/6,164/7,164/7,189/6,MI,Mum Indians won by 25 runs,2016-04-25T14:30Z,2016-04-27T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",David Miller,Rohit Sharma,Parthiv Patel,"Mumbai Indians 2, Kings XI Punjab 0",FALSE,20,164,7,16,20,189,6,25,41,FALSE
2016,980943,Sunrisers Hyderabad v Rising Pune Supergiants,SRH v RPS,"22nd match (N), Indian Premier League at Hyderabad (Deccan), Apr 26 2016",SRH,RPS,RPS,BOWL FIRST,118/8,94/3,118/8,94/3,RPS,Supergiants won by 34 runs (D/L method),2016-04-26T14:30Z,2016-04-28T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",David Warner,MS Dhoni,Ashok Dinda,"Rising Pune Supergiants 2, Sunrisers Hyderabad 0",FALSE,20,118,8,9,11,94,3,13,22,TRUE
2016,980945,Delhi Daredevils v Gujarat Lions,DC v GL,"23rd match (N), Indian Premier League at Delhi, Apr 27 2016",DC,GL,DC,BOWL FIRST,172/6,171/5,171/5,172/6,GL,Guj Lions won by 1 run,2016-04-27T14:30Z,2016-04-29T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Zaheer Khan,Suresh Raina,Chris Morris,"Gujarat Lions 2, Delhi Daredevils 0",FALSE,20,171,5,20,20,172,6,21,41,FALSE
2016,980947,Mumbai Indians v Kolkata Knight Riders,MI v KKR,"24th match (N), Indian Premier League at Mumbai, Apr 28 2016",MI,KKR,MI,BOWL FIRST,174/5,178/4,178/4,174/5,MI,Mum Indians won by 6 wickets (with 12 balls remaining),2016-04-28T14:30Z,2016-04-30T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,Gautam Gambhir,Rohit Sharma,"Mumbai Indians 2, Kolkata Knight Riders 0",FALSE,18,178,4,27,20,174,5,20,47,TRUE
2016,980949,Rising Pune Supergiants v Gujarat Lions,RPS v GL,"25th match (N), Indian Premier League at Pune, Apr 29 2016",RPS,GL,GL,BOWL FIRST,195/3,196/7,195/3,196/7,GL,Guj Lions won by 3 wickets (with 0 balls remaining),2016-04-29T14:30Z,2016-05-01T23:59Z,545380,"Maharashtra Cricket Association Stadium, Pune",MS Dhoni,Suresh Raina,Dwayne Smith,"Gujarat Lions 2, Rising Pune Supergiants 0",FALSE,20,195,3,22,20,196,7,25,47,TRUE
2016,980951,Delhi Daredevils v Kolkata Knight Riders,DC v KKR,"26th match (D/N), Indian Premier League at Delhi, Apr 30 2016",DC,KKR,KKR,BOWL FIRST,186/8,159,186/8,159,DC,Daredevils won by 27 runs,2016-04-30T10:30Z,2016-05-02T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Zaheer Khan,Gautam Gambhir,Carlos Brathwaite,"Delhi Daredevils 2, Kolkata Knight Riders 0",FALSE,20,186,8,23,18.3,159,10,17,40,FALSE
2016,980953,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,"27th match (N), Indian Premier League at Hyderabad (Deccan), Apr 30 2016",SRH,RCB,RCB,BOWL FIRST,194/5,179/6,194/5,179/6,SRH,Sunrisers won by 15 runs,2016-04-30T14:30Z,2016-05-02T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",David Warner,Virat Kohli,David Warner,"Sunrisers Hyderabad 2, Royal Challengers Bangalore 0",FALSE,20,194,5,27,20,179,6,20,47,FALSE
2016,980955,Gujarat Lions v Kings XI Punjab,GL v KXIP,"28th match (D/N), Indian Premier League at Rajkot, May 1 2016",GL,KXIP,GL,BOWL FIRST,154,131/9,131/9,154,KXIP,Kings XI won by 23 runs,2016-05-01T10:30Z,2016-05-03T23:59Z,377285,"Saurashtra Cricket Association Stadium, Rajkot",Suresh Raina,Murali Vijay,Axar Patel,"Kings XI Punjab 2, Gujarat Lions 0",FALSE,20,131,9,13,19.5,154,10,16,29,TRUE
2016,980957,Rising Pune Supergiants v Mumbai Indians,RPS v MI,"29th match (N), Indian Premier League at Pune, May 1 2016",RPS,MI,MI,BOWL FIRST,159/5,161/2,159/5,161/2,MI,Mum Indians won by 8 wickets (with 9 balls remaining),2016-05-01T14:30Z,2016-05-03T23:59Z,545380,"Maharashtra Cricket Association Stadium, Pune",MS Dhoni,Rohit Sharma,Rohit Sharma,"Mumbai Indians 2, Rising Pune Supergiants 0",FALSE,20,159,5,16,18.3,161,2,20,36,TRUE
2016,980959,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,"30th match (N), Indian Premier League at Bengaluru, May 2 2016",RCB,KKR,KKR,BOWL FIRST,185/7,189/5,185/7,189/5,KKR,KKR won by 5 wickets (with 5 balls remaining),2016-05-02T14:30Z,2016-05-04T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Gautam Gambhir,Andre Russell,"Kolkata Knight Riders 2, Royal Challengers Bangalore 0",FALSE,20,185,7,25,19.1,189,5,22,47,TRUE
2016,980961,Gujarat Lions v Delhi Daredevils,GL v DC,"31st match (N), Indian Premier League at Rajkot, May 3 2016",GL,DC,DC,BOWL FIRST,149/7,150/2,149/7,150/2,DC,Daredevils won by 8 wickets (with 16 balls remaining),2016-05-03T14:30Z,2016-05-05T23:59Z,377285,"Saurashtra Cricket Association Stadium, Rajkot",Suresh Raina,Zaheer Khan,Rishabh Pant,"Delhi Daredevils 2, Gujarat Lions 0",FALSE,20,149,7,16,17.2,150,2,20,36,TRUE
2016,980963,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,"32nd match (N), Indian Premier League at Kolkata, May 4 2016",KKR,KXIP,KXIP,BOWL FIRST,164/3,157/9,164/3,157/9,KKR,KKR won by 7 runs,2016-05-04T14:30Z,2016-05-06T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,Murali Vijay,Andre Russell,"Kolkata Knight Riders 2, Kings XI Punjab 0",FALSE,20,164,3,18,20,157,9,18,36,FALSE
2016,980965,Delhi Daredevils v Rising Pune Supergiants,DC v RPS,"33rd match (N), Indian Premier League at Delhi, May 5 2016",DC,RPS,RPS,BOWL FIRST,162/7,166/3,162/7,166/3,RPS,Supergiants won by 7 wickets (with 5 balls remaining),2016-05-05T14:30Z,2016-05-07T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Jean-Paul Duminy,MS Dhoni,Ajinkya Rahane,"Rising Pune Supergiants 2, Delhi Daredevils 0",FALSE,20,162,7,17,19.1,166,3,17,34,TRUE
2016,980967,Sunrisers Hyderabad v Gujarat Lions,SRH v GL,"34th match (N), Indian Premier League at Hyderabad (Deccan), May 6 2016",SRH,GL,SRH,BOWL FIRST,126/6,129/5,129/5,126/6,SRH,Sunrisers won by 5 wickets (with 6 balls remaining),2016-05-06T14:30Z,2016-05-08T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",David Warner,Suresh Raina,Bhuvneshwar Kumar,"Sunrisers Hyderabad 2, Gujarat Lions 0",FALSE,19,129,5,15,20,126,6,11,26,TRUE
2016,980969,Royal Challengers Bangalore v Rising Pune Supergiants,RCB v RPS,"35th match (D/N), Indian Premier League at Bengaluru, May 7 2016",RCB,RPS,RCB,BOWL FIRST,191/6,195/3,195/3,191/6,RCB,RCB won by 7 wickets (with 3 balls remaining),2016-05-07T10:30Z,2016-05-09T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,MS Dhoni,Virat Kohli,"Royal Challengers Bangalore 2, Rising Pune Supergiants 0",FALSE,19.3,195,3,25,20,191,6,27,52,TRUE
2016,980971,Kings XI Punjab v Delhi Daredevils,KXIP v DC,"36th match (N), Indian Premier League at Mohali, May 7 2016",KXIP,DC,DC,BOWL FIRST,181/5,172/5,181/5,172/5,KXIP,Kings XI won by 9 runs,2016-05-07T14:30Z,2016-05-09T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Murali Vijay,Zaheer Khan,Marcus Stoinis,"Kings XI Punjab 2, Delhi Daredevils 0",FALSE,20,181,5,20,20,172,5,18,38,FALSE
2016,980973,Mumbai Indians v Sunrisers Hyderabad,MI v SRH,"37th match (D/N), Indian Premier League at Visakhapatnam, May 8 2016",MI,SRH,MI,BOWL FIRST,177/3,92,92,177/3,SRH,Sunrisers won by 85 runs,2016-05-08T10:30Z,2016-05-10T23:59Z,58547,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Rohit Sharma,David Warner,Ashish Nehra,"Sunrisers Hyderabad 2, Mumbai Indians 0",FALSE,16.3,92,10,11,20,177,3,24,35,FALSE
2016,980975,Kolkata Knight Riders v Gujarat Lions,KKR v GL,"38th match (N), Indian Premier League at Kolkata, May 8 2016",KKR,GL,GL,BOWL FIRST,158/4,164/5,158/4,164/5,GL,Guj Lions won by 5 wickets (with 12 balls remaining),2016-05-08T14:30Z,2016-05-10T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,Suresh Raina,Praveen Kumar,"Gujarat Lions 2, Kolkata Knight Riders 0",FALSE,20,158,4,19,18,164,5,26,45,TRUE
2016,980977,Kings XI Punjab v Royal Challengers Bangalore,KXIP v RCB,"39th match (N), Indian Premier League at Mohali, May 9 2016",KXIP,RCB,KXIP,BOWL FIRST,175/6,174/4,174/4,175/6,RCB,RCB won by 1 run,2016-05-09T14:30Z,2016-05-11T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Murali Vijay,Virat Kohli,Shane Watson,"Royal Challengers Bangalore 2, Kings XI Punjab 0",FALSE,20,174,4,21,20,175,6,18,39,FALSE
2016,980979,Rising Pune Supergiants v Sunrisers Hyderabad,RPS v SRH,"40th match (N), Indian Premier League at Visakhapatnam, May 10 2016",RPS,SRH,SRH,BAT FIRST,137/8,133/8,133/8,137/8,SRH,Sunrisers won by 4 runs,2016-05-10T14:30Z,2016-05-12T23:59Z,58547,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",MS Dhoni,David Warner,Adam Zampa,"Sunrisers Hyderabad 2, Rising Pune Supergiants 0",FALSE,20,133,8,14,20,137,8,15,29,FALSE
2016,980981,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,"41st match (N), Indian Premier League at Bengaluru, May 11 2016",RCB,MI,MI,BOWL FIRST,151/4,153/4,151/4,153/4,MI,Mum Indians won by 6 wickets (with 8 balls remaining),2016-05-11T14:30Z,2016-05-13T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Rohit Sharma,Krunal Pandya,"Mumbai Indians 2, Royal Challengers Bangalore 0",FALSE,20,151,4,17,18.4,153,4,17,34,TRUE
2016,980983,Sunrisers Hyderabad v Delhi Daredevils,SRH v DC,"42nd match (N), Indian Premier League at Hyderabad (Deccan), May 12 2016",SRH,DC,DC,BOWL FIRST,146/8,150/3,146/8,150/3,DC,Daredevils won by 7 wickets (with 11 balls remaining),2016-05-12T14:30Z,2016-05-14T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",David Warner,Jean-Paul Duminy,Chris Morris,"Delhi Daredevils 2, Sunrisers Hyderabad 0",FALSE,20,146,8,16,18.1,150,3,19,35,TRUE
2016,980985,Mumbai Indians v Kings XI Punjab,MI v KXIP,"43rd match (N), Indian Premier League at Visakhapatnam, May 13 2016",MI,KXIP,MI,BAT FIRST,124/9,127/3,124/9,127/3,KXIP,Kings XI won by 7 wickets (with 18 balls remaining),2016-05-13T14:30Z,2016-05-15T23:59Z,58547,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Rohit Sharma,Murali Vijay,Marcus Stoinis,"Kings XI Punjab 2, Mumbai Indians 0",FALSE,20,124,9,13,17,127,3,14,27,TRUE
2016,980987,Royal Challengers Bangalore v Gujarat Lions,RCB v GL,"44th match (D/N), Indian Premier League at Bengaluru, May 14 2016",RCB,GL,GL,BOWL FIRST,248/3,104,248/3,104,RCB,RCB won by 144 runs,2016-05-14T10:30Z,2016-05-16T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Brendon McCullum,AB de Villiers,"Royal Challengers Bangalore 2, Gujarat Lions 0",FALSE,20,248,3,36,18.4,104,10,11,47,FALSE
2016,980989,Kolkata Knight Riders v Rising Pune Supergiants,KKR v RPS,"45th match (N), Indian Premier League at Kolkata, May 14 2016",KKR,RPS,RPS,BAT FIRST,103/6,66/2,66/2,103/6,KKR,KKR won by 8 wickets (with 24 balls remaining) (D/L method),2016-05-14T14:30Z,2016-05-16T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,MS Dhoni,Yusuf Pathan,"Kolkata Knight Riders 2, Rising Pune Supergiants 0",FALSE,5,66,2,9,17.4,103,6,9,18,TRUE
2016,980991,Kings XI Punjab v Sunrisers Hyderabad,KXIP v SRH,"46th match (D/N), Indian Premier League at Mohali, May 15 2016",KXIP,SRH,KXIP,BAT FIRST,179/4,180/3,179/4,180/3,SRH,Sunrisers won by 7 wickets (with 2 balls remaining),2016-05-15T10:30Z,2016-05-17T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Murali Vijay,David Warner,Hashim Amla,"Sunrisers Hyderabad 2, Kings XI Punjab 0",FALSE,20,179,4,26,19.4,180,3,22,48,TRUE
2016,980993,Mumbai Indians v Delhi Daredevils,MI v DC,"47th match (N), Indian Premier League at Visakhapatnam, May 15 2016",MI,DC,DC,BOWL FIRST,206/4,126,206/4,126,MI,Mum Indians won by 80 runs,2016-05-15T14:30Z,2016-05-17T23:59Z,58547,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Rohit Sharma,Zaheer Khan,Krunal Pandya,"Mumbai Indians 2, Delhi Daredevils 0",FALSE,20,206,4,27,19.1,126,10,16,43,FALSE
2016,980995,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,"48th match (N), Indian Premier League at Kolkata, May 16 2016",KKR,RCB,RCB,BOWL FIRST,183/5,186/1,183/5,186/1,RCB,RCB won by 9 wickets (with 8 balls remaining),2016-05-16T14:30Z,2016-05-18T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,Virat Kohli,Virat Kohli,"Royal Challengers Bangalore 2, Kolkata Knight Riders 0",FALSE,20,183,5,22,18.4,186,1,25,47,TRUE
2016,980997,Rising Pune Supergiants v Delhi Daredevils,RPS v DC,"49th match (N), Indian Premier League at Visakhapatnam, May 17 2016",RPS,DC,RPS,BOWL FIRST,121/6,76/1,76/1,121/6,RPS,Supergiants won by 19 runs (D/L method),2016-05-17T14:30Z,2016-05-19T23:59Z,58547,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",MS Dhoni,Zaheer Khan,Ashok Dinda,"Rising Pune Supergiants 2, Delhi Daredevils 0",FALSE,11,76,1,11,20,121,6,13,24,TRUE
2016,980999,Royal Challengers Bangalore v Kings XI Punjab,RCB v KXIP,"50th match (N), Indian Premier League at Bengaluru, May 18 2016",RCB,KXIP,KXIP,BOWL FIRST,211/3,120/9,211/3,120/9,RCB,RCB won by 82 runs (D/L method),2016-05-18T14:30Z,2016-05-20T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Murali Vijay,Virat Kohli,"Royal Challengers Bangalore 2, Kings XI Punjab 0",FALSE,15,211,3,35,14,120,9,16,51,FALSE
2016,981001,Gujarat Lions v Kolkata Knight Riders,GL v KKR,"51st match (N), Indian Premier League at Kanpur, May 19 2016",GL,KKR,GL,BOWL FIRST,124/8,125/4,125/4,124/8,GL,Guj Lions won by 6 wickets (with 39 balls remaining),2016-05-19T14:30Z,2016-05-21T23:59Z,58204,"Green Park, Kanpur",Suresh Raina,Gautam Gambhir,Dwayne Smith,"Gujarat Lions 2, Kolkata Knight Riders 0",FALSE,13.3,125,4,15,20,124,8,14,29,TRUE
2016,981003,Delhi Daredevils v Sunrisers Hyderabad,DC v SRH,"52nd match (N), Indian Premier League at Raipur, May 20 2016",DC,SRH,DC,BOWL FIRST,158/7,161/4,161/4,158/7,DC,Daredevils won by 6 wickets (with 0 balls remaining),2016-05-20T14:30Z,2016-05-22T23:59Z,601879,"Shaheed Veer Narayan Singh International Stadium, Raipur",Zaheer Khan,David Warner,Karun Nair,"Delhi Daredevils 2, Sunrisers Hyderabad 0",FALSE,20,161,4,17,20,158,7,18,35,TRUE
2016,981005,Rising Pune Supergiants v Kings XI Punjab,RPS v KXIP,"53rd match (D/N), Indian Premier League at Visakhapatnam, May 21 2016",RPS,KXIP,KXIP,BAT FIRST,172/7,173/6,173/6,172/7,RPS,Supergiants won by 4 wickets (with 0 balls remaining),2016-05-21T10:30Z,2016-05-23T23:59Z,58547,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",MS Dhoni,Murali Vijay,MS Dhoni,"Rising Pune Supergiants 2, Kings XI Punjab 0",FALSE,20,173,6,22,20,172,7,21,43,TRUE
2016,981007,Gujarat Lions v Mumbai Indians,GL v MI,"54th match (N), Indian Premier League at Kanpur, May 21 2016",GL,MI,GL,BOWL FIRST,172/8,173/4,173/4,172/8,GL,Guj Lions won by 6 wickets (with 13 balls remaining),2016-05-21T14:30Z,2016-05-23T23:59Z,58204,"Green Park, Kanpur",Suresh Raina,Rohit Sharma,Suresh Raina,"Gujarat Lions 2, Mumbai Indians 0",FALSE,17.5,173,4,29,20,172,8,24,53,TRUE
2016,981009,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,"55th match (D/N), Indian Premier League at Kolkata, May 22 2016",KKR,SRH,SRH,BOWL FIRST,171/6,149/8,171/6,149/8,KKR,KKR won by 22 runs,2016-05-22T10:30Z,2016-05-24T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,David Warner,Yusuf Pathan,"Kolkata Knight Riders 2, Sunrisers Hyderabad 0",FALSE,20,171,6,18,20,149,8,15,33,FALSE
2016,981011,Delhi Daredevils v Royal Challengers Bangalore,DC v RCB,"56th match (N), Indian Premier League at Raipur, May 22 2016",DC,RCB,RCB,BOWL FIRST,138/8,139/4,138/8,139/4,RCB,RCB won by 6 wickets (with 11 balls remaining),2016-05-22T14:30Z,2016-05-24T23:59Z,601879,"Shaheed Veer Narayan Singh International Stadium, Raipur",Zaheer Khan,Virat Kohli,Virat Kohli,"Royal Challengers Bangalore 2, Delhi Daredevils 0",FALSE,20,138,8,12,18.1,139,4,15,27,TRUE
